RecipeId,Name,RecipeCategory,AggregatedRating,ReviewCount,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,CookTime,PrepTime,TotalTime,Review_Class,IngredientsCount,minimum_rating,maximum_rating,mean_of_rating
165846,Hamburger Salad Sandwiches,Lunch/Snacks,5.0,7.0,376.2,20.0,5.9,56.5,748.4,29.6,1.7,5.7,19.0,6.0,10,15,25,average,10,4.0,5.0,4.857142857142857
172834,Red Raspberry Muffins,Quick Breads,4.0,5.0,185.4,5.2,2.9,46.2,285.2,30.4,1.6,13.3,4.3,12.0,30,10,40,average,12,2.0,5.0,4.0
104387,Ultimate Twice Baked Potatoes,Pork,5.0,8.0,219.6,12.8,4.8,18.3,380.8,19.3,1.7,1.8,7.4,8.0,2,15,17,average,10,4.0,5.0,4.875
322701,Creamed Cabbage and Bacon,Pork,5.0,14.0,372.0,35.4,14.6,73.2,495.7,6.1,0.9,2.4,7.7,4.0,20,10,30,average,5,4.0,5.0,4.857142857142857
201369,Rogene's Chicken Casserole,Poultry,4.5,5.0,456.6,33.1,14.6,139.4,745.0,6.0,0.0,1.1,32.6,4.0,45,5,50,average,8,4.0,5.0,4.2
237134,Chipotle-Marinated Skirt Steak,Steak,5.0,7.0,281.3,15.0,5.1,98.3,886.2,2.7,0.6,0.7,32.4,6.0,8,15,23,average,9,4.0,5.0,4.666666666666667
124755,Garlicky Green Beans With Mushrooms,Vegetable,5.0,5.0,66.4,2.1,1.2,5.0,168.5,11.1,5.0,2.3,3.2,8.0,15,25,40,average,7,3.0,5.0,4.5
71708,Cabbage Patch Soup,One Dish Meal,5.0,36.0,293.5,14.6,5.6,61.9,678.4,19.8,6.8,8.2,22.2,10.0,90,45,135,average,13,0.0,5.0,4.361111111111111
179803,Low Fat Hash Browns Casserole,Breakfast,4.0,6.0,174.0,5.2,1.8,16.0,360.1,18.2,1.2,4.7,13.8,12.0,60,15,75,poor,10,1.0,5.0,3.6666666666666665
464936,Pan Fried Seasoned Tilapia,High Protein,5.0,39.0,255.0,14.2,8.1,93.0,461.2,7.0,1.8,0.5,26.5,4.0,10,10,20,average,9,0.0,5.0,4.085714285714285
327138,Strawberry-Rhubarb Crisp,Dessert,5.0,10.0,264.3,8.5,5.0,20.3,8.9,46.0,2.8,29.5,2.9,6.0,17,10,27,average,10,5.0,5.0,5.0
57948,Raspberry Tilapia,Tilapia,5.0,18.0,293.2,15.4,2.5,56.7,65.0,17.6,0.1,17.4,22.9,4.0,25,15,40,average,5,0.0,5.0,4.375
322181,Bread Pudding With Blueberries,Dessert,5.0,6.0,317.9,7.6,2.5,189.1,485.5,49.7,2.6,18.9,12.5,4.0,40,10,50,average,6,5.0,5.0,5.0
231476,Breakfast Burritos,Breakfast,5.0,11.0,465.3,24.3,9.3,195.2,1125.0,40.9,3.1,3.4,20.3,14.0,0,40,40,average,7,0.0,5.0,4.454545454545454
86643,Rocky Road Cookie Pizza,Dessert,5.0,8.0,119.8,6.7,2.4,0.1,85.2,15.4,1.3,7.9,2.3,16.0,30,10,40,average,2,4.0,5.0,4.875
144438,Garlicky Baked Fish,Orange Roughy,4.5,7.0,463.7,18.0,9.3,189.0,469.1,25.3,1.6,5.0,47.9,2.0,25,5,30,average,6,0.0,5.0,3.571428571428572
197219,Double Dark-Chocolate Walnut Cookies,Drop Cookies,5.0,5.0,185.3,11.3,6.0,28.7,80.7,21.8,1.7,14.2,2.5,30.0,20,15,35,average,10,5.0,5.0,5.0
171224,Tomato Sauce for Chicago Style Pizza,Sauces,5.0,9.0,36.4,0.3,0.1,0.0,474.2,8.3,2.0,5.1,1.7,8.0,50,10,60,average,5,4.0,5.0,4.777777777777779
61962,Cheesy Orzo,Cheese,4.5,70.0,411.2,9.2,1.5,0.0,659.1,64.8,2.9,3.2,15.5,4.0,20,5,25,average,8,2.0,5.0,4.492537313432836
232247,Disney's Chicken Pot Pie Soup,Savory Pies,4.5,5.0,381.9,12.2,3.9,71.2,1084.9,36.1,5.3,1.7,32.8,4.0,10,5,15,average,1,3.0,5.0,4.4
500502,Pancakes (With No Baking Powder),Breakfast,4.0,42.0,369.0,12.7,6.5,121.5,897.2,52.2,6.4,3.5,15.1,4.0,20,10,30,average,10,0.0,5.0,3.65
251802,Herb Cheese Sauce for Fish,Sauces,5.0,5.0,109.3,9.8,6.0,30.0,142.9,2.6,0.1,0.6,3.0,4.0,0,10,10,average,10,5.0,5.0,5.0
132128,Norwegian Meatballs With Gjetost Sauce,One Dish Meal,5.0,7.0,430.8,31.0,14.8,161.6,497.2,10.6,0.3,0.9,26.1,8.0,20,20,40,average,13,0.0,5.0,3.4285714285714284
234344,Dr. Pat's Hot Toddy Cold Remedy,Beverages,5.0,86.0,206.7,0.0,0.0,0.0,0.9,17.7,0.1,17.4,0.1,1.0,0,5,5,average,5,0.0,5.0,3.746987951807229
30954,Amish Baked Oatmeal,Breakfast,5.0,192.0,236.4,10.5,5.8,54.2,442.0,31.7,2.0,17.0,4.5,6.0,30,5,35,average,9,0.0,5.0,4.516129032258065
26639,Lebanese Kibbeh in a Tray,Lamb/Sheep,5.0,6.0,255.3,10.4,2.1,18.7,898.3,32.3,7.6,2.5,11.1,8.0,20,120,140,average,11,0.0,5.0,1.6666666666666667
6638,Hot Crab Dip with Almonds,Crab,5.0,21.0,154.1,10.3,6.3,55.2,562.9,2.4,0.2,0.8,12.7,8.0,30,5,35,average,5,3.0,5.0,4.666666666666667
133801,Grilled Chicken With Balsamic Peach Marinade,Chicken Breast,5.0,7.0,540.2,40.7,7.6,92.8,432.7,11.0,0.8,9.4,31.0,4.0,40,15,55,good,8,0.0,5.0,3.4285714285714284
293662,"Pesto Pasta With Mushrooms, Onions, and Red Bell Peppers",Spaghetti,5.0,10.0,244.1,4.8,0.7,0.0,8.6,38.6,1.4,3.0,12.1,4.0,10,10,20,average,5,4.0,5.0,4.9
149360,Green Bean Bundles (Paula Deen),Vegetable,5.0,22.0,23.4,0.2,0.0,0.0,4.5,5.3,2.0,2.5,1.4,6.0,18,5,23,average,3,0.0,5.0,4.181818181818182
112062,Frijoles (Mexican Style Pinto Beans),Beans,5.0,15.0,133.0,10.9,3.6,9.8,817.7,7.1,0.3,0.7,3.2,10.0,70,20,90,average,11,0.0,5.0,4.285714285714286
166670,Nacho Chicken,Chicken Breast,5.0,5.0,238.0,12.1,4.8,87.5,512.8,3.5,0.0,0.9,27.4,2.0,25,5,30,average,5,4.0,5.0,4.75
321329,Lower Fat Raisin Bran Muffins,Quick Breads,5.0,6.0,136.2,0.9,0.2,17.6,177.8,31.6,3.1,15.8,3.0,12.0,20,10,30,average,7,4.0,5.0,4.833333333333333
162123,Berry Blast Protein Shake -- Fruit Smoothie,Smoothies,5.0,8.0,153.1,4.9,2.8,15.9,57.8,22.9,2.5,12.9,6.6,1.0,0,5,5,average,5,0.0,5.0,4.285714285714286
302886,Spinach With Pine Nuts,Spinach,4.0,6.0,244.5,22.3,2.3,0.0,135.4,8.9,4.4,1.3,7.3,4.0,15,20,35,average,5,3.0,5.0,3.8333333333333335
524947,Shrimp &amp; Polenta Italian Bowl #Ragu,Sauces,5.0,8.0,230.6,9.3,4.4,128.1,873.8,19.8,1.8,0.4,16.8,5.0,20,5,25,good,8,0.0,5.0,4.375
112596,Elena Ruth Sandwich,Lunch/Snacks,5.0,7.0,288.5,9.0,3.9,52.8,97.3,37.7,0.6,26.6,13.5,1.0,0,10,10,average,2,0.0,5.0,4.142857142857143
327039,Spaghetti Squash Casserole (South Beach Diet P1),One Dish Meal,5.0,7.0,202.0,1.6,0.4,70.4,80.4,16.8,3.2,6.8,30.8,4.0,45,25,70,average,5,0.0,5.0,4.142857142857143
131707,Grilled Herb Shrimp,< 30 Mins,5.0,6.0,257.6,11.9,1.8,230.4,827.0,5.1,0.7,1.1,31.4,6.0,3,15,18,average,10,5.0,5.0,5.0
33890,Dani's Awesome Twiced Baked Potatoes,Potato,5.0,16.0,378.7,30.4,15.8,70.9,403.4,16.5,1.4,0.9,10.7,8.0,60,25,85,average,11,4.0,5.0,4.9375
430357,Chicken Pasta Bake,Penne,5.0,5.0,758.5,37.0,18.3,106.5,1309.5,70.5,4.6,7.9,36.1,4.0,40,15,55,average,5,4.0,5.0,4.8
56191,Bacon and Egg Sandwich,Breakfast,5.0,25.0,334.3,16.4,5.2,212.4,880.9,26.0,1.2,2.3,19.0,1.0,15,5,20,average,4,0.0,5.0,4.4
3623,Braised Celery,Vegetable,5.0,8.0,52.5,5.8,3.6,15.2,66.4,0.3,0.2,0.2,0.1,4.0,60,5,65,average,5,4.0,5.0,4.875
44833,Parmesan Zucchini,Cheese,5.0,148.0,72.4,5.0,1.8,7.3,135.2,3.4,1.0,2.5,4.4,4.0,20,5,25,average,4,0.0,5.0,4.597122302158273
46022,Applesauce Date Muffins,Quick Breads,5.0,5.0,161.0,3.8,0.7,17.6,253.1,31.8,4.2,13.5,3.4,12.0,25,15,40,average,9,5.0,5.0,5.0
346083,Makeover Creamy Seafood Soup,Low Cholesterol,5.0,5.0,322.9,14.5,8.6,111.7,431.0,18.9,1.4,7.2,20.5,6.0,15,15,30,average,14,5.0,5.0,5.0
98884,Oven Baked Fish Fillets With Parmesan Cheese,Savory,4.5,14.0,169.1,4.9,2.5,59.4,375.4,6.2,0.6,0.6,23.9,4.0,25,15,40,average,9,0.0,5.0,3.5
138950,Coleslaw With Apples &amp; Dried Cranberries,Apple,4.5,6.0,49.0,0.2,0.0,0.0,237.4,11.6,2.8,7.7,1.0,6.0,0,15,15,average,10,3.0,5.0,4.333333333333333
138629,Peanut Butter Pancakes,Breakfast,4.5,14.0,150.4,9.0,2.1,18.7,239.2,13.5,0.9,3.1,5.0,12.0,0,15,15,average,8,1.0,5.0,4.428571428571429
64384,Mock Pina Colada,Smoothies,5.0,7.0,62.1,0.2,0.1,1.2,33.9,12.8,1.1,10.3,2.5,1.0,0,5,5,average,4,4.0,5.0,4.857142857142857
19426,Yummy Boston Clam Chowder,Chowders,4.0,5.0,168.5,6.5,4.0,22.1,661.6,22.4,2.0,1.4,5.9,4.0,15,8,23,average,9,4.0,5.0,4.25
110262,"Long-Cooking Savoy Cabbage, Bacon and Mushroom Sauce",Vegetable,4.0,5.0,275.4,26.3,7.0,25.7,513.3,4.1,0.8,1.6,7.0,6.0,90,15,105,average,9,3.0,4.0,3.8
213900,Breast of Chicken Oaxaca - Fried Chicken in Chipotle Sauce,Chicken Breast,5.0,14.0,674.2,20.1,6.7,98.0,813.0,77.7,6.0,4.2,44.0,6.0,10,20,30,average,16,0.0,5.0,4.0
4193,Pumpkin Bars,Bar Cookie,5.0,11.0,209.1,9.2,3.5,36.5,131.5,30.6,0.3,23.9,2.0,35.0,25,20,45,average,15,4.0,5.0,4.636363636363637
290750,Cheesy Onion Focaccia (Bread Machine),Breads,5.0,11.0,370.6,19.4,9.8,41.6,601.6,38.5,2.0,3.9,10.6,6.0,18,60,78,average,11,0.0,5.0,4.545454545454546
386540,Greens With Feta and Red Onions,Greens,5.0,9.0,220.2,18.3,7.0,33.4,735.9,8.3,1.4,5.5,6.7,4.0,5,20,25,average,6,4.0,5.0,4.888888888888889
37960,20 Minute Pork Chops Mornay,Pork,5.0,11.0,316.3,19.0,6.3,86.5,645.7,5.8,0.0,1.3,29.1,4.0,20,0,20,average,6,3.0,5.0,4.818181818181818
343667,Slow Cooker Beef Stroganoff,Roast Beef,5.0,18.0,314.6,17.6,8.8,108.9,879.8,10.9,0.6,4.3,29.0,4.0,480,10,490,average,8,4.0,5.0,4.647058823529412
44839,Chocolate Fig Kisses,Sauces,5.0,5.0,60.6,2.7,1.1,0.7,5.1,8.9,1.1,7.0,1.1,24.0,0,15,15,average,3,5.0,5.0,5.0
135003,Cajun Turkey Meatloaf,Poultry,5.0,7.0,350.8,15.9,4.1,134.4,428.4,15.6,2.9,2.2,35.4,4.0,55,10,65,average,9,3.0,5.0,4.571428571428571
276337,Super Easy Chinese Style Stir Fried Mushrooms,Vegetable,5.0,6.0,282.7,22.9,3.6,0.0,509.5,19.7,3.5,4.7,3.8,2.0,10,5,15,average,5,4.0,5.0,4.833333333333333
250570,Dad's Garlic &amp; Wine Bread,Breads,5.0,7.0,426.1,14.9,8.0,30.5,773.0,59.5,3.4,0.4,10.2,4.0,20,10,30,average,3,5.0,5.0,5.0
516527,Parmesan Baked Pork Chops,Pork,5.0,24.0,543.2,25.0,9.8,146.2,999.4,22.5,1.7,2.0,53.9,4.0,45,5,50,average,5,0.0,5.0,3.1666666666666665
143798,Lean/Low Fat Chicken Fried Steak (Weight Watchers - 4),Meat,4.5,17.0,224.3,7.4,1.1,2.5,654.6,30.7,0.8,0.1,8.1,4.0,10,30,40,average,4,0.0,5.0,3.8235294117647056
222697,Potatoes and Onions (Adapted from Giada De Laurentiis),Potato,5.0,16.0,228.6,9.3,1.4,0.0,400.1,34.0,4.9,4.4,4.0,6.0,40,10,50,average,5,4.0,5.0,4.9375
150591,Basic Doughnut Holes,Breads,4.5,20.0,225.1,7.3,1.0,0.7,318.5,34.8,0.9,10.6,5.2,4.0,10,5,15,average,9,3.0,5.0,4.421052631578949
104504,Copycat Keebler Pecan Sandies,Dessert,4.0,14.0,58.1,3.1,0.7,4.4,26.8,7.0,0.2,3.4,0.7,48.0,15,15,30,average,10,0.0,5.0,3.1428571428571432
11640,Fried Okra,Vegetable,5.0,61.0,209.0,4.9,1.4,155.0,66.7,31.8,2.0,0.3,9.0,6.0,20,10,30,average,4,0.0,5.0,4.683333333333334
263302,Healthy Pumpkin Oatmeal Cookies,Drop Cookies,4.0,5.0,79.5,0.7,0.2,5.9,63.2,16.8,1.5,7.2,2.3,36.0,15,10,25,average,11,1.0,5.0,3.5
308922,Barbecue Chicken Pizza,Chicken Breast,5.0,5.0,271.4,13.4,5.2,64.8,560.6,16.4,0.4,11.4,20.0,6.0,25,15,40,average,6,5.0,5.0,5.0
38317,Crock Pot Venison Roast,Deer,5.0,9.0,19.2,0.1,0.0,0.0,19.9,4.5,1.0,2.0,0.5,8.0,360,30,390,average,4,0.0,5.0,4.375
221832,Eggs in Salt Water (For Passover),Very Low Carbs,5.0,6.0,71.5,4.8,1.6,186.0,71.0,0.4,0.0,0.2,6.3,6.0,20,10,30,average,2,0.0,5.0,3.333333333333333
88183,Garlic Pasta,Spaghetti,4.5,5.0,540.7,25.4,3.6,0.0,1084.5,67.9,4.7,6.6,11.5,3.0,35,5,40,average,7,3.0,5.0,4.2
99155,"Peanut Butter, Butter & Honey Spread",< 15 Mins,4.5,6.0,260.9,19.6,8.9,30.5,156.6,20.6,1.0,18.9,4.2,8.0,0,5,5,average,3,0.0,5.0,3.6666666666666665
385632,Easy Country Style Steak,Steak,4.5,7.0,74.9,4.4,1.0,0.0,481.8,7.8,0.4,2.3,1.4,4.0,60,30,90,average,4,3.0,5.0,4.285714285714286
193358,"Parsley, Garlic, &amp; Scallion Mashed  Potatoes",Potato,5.0,21.0,315.4,13.9,8.4,38.6,145.9,43.4,5.9,2.7,6.5,10.0,20,15,35,average,9,3.0,5.0,4.761904761904762
28017,London Broil,Steak,5.0,30.0,340.1,20.3,7.1,65.4,518.5,6.2,0.8,2.4,31.9,4.0,10,10,20,average,8,0.0,5.0,4.535714285714286
39316,Thanksgiving Corn Casserole,Corn,5.0,28.0,327.4,18.8,9.7,83.0,562.9,36.3,3.3,9.7,6.0,8.0,60,5,65,average,4,0.0,5.0,4.653846153846153
210258,Peach Smoothie (Diabetic),Smoothies,4.5,27.0,177.4,2.7,0.3,0.0,62.6,35.7,4.7,24.7,6.0,4.0,0,10,10,average,3,0.0,5.0,4.32
115490,Fruit and Yogurt Parfait,Breakfast,5.0,7.0,328.9,25.4,5.3,22.3,79.7,20.7,4.5,14.9,9.0,1.0,0,5,5,average,4,0.0,5.0,3.571428571428572
74908,Ricotta Balls (Italian Doughnuts),Breads,5.0,17.0,43.2,1.6,1.0,13.2,42.9,5.0,0.1,0.6,2.0,24.0,10,15,25,average,7,0.0,5.0,4.111111111111111
109380,Healthy Cookies,Drop Cookies,5.0,5.0,144.5,6.8,1.3,10.3,66.8,19.6,1.3,12.9,2.5,36.0,12,20,32,average,15,5.0,5.0,5.0
62318,"Watermelon, Feta and Black Olive Salad",Cheese,5.0,14.0,165.0,12.2,5.1,25.3,397.1,10.8,1.6,6.6,5.1,8.0,0,15,15,average,9,2.0,5.0,4.571428571428571
290066,Sunomono Salad,Crab,5.0,6.0,321.1,0.9,0.2,47.6,662.8,63.9,1.4,10.2,11.6,4.0,3,15,18,average,9,5.0,5.0,5.0
10850,Delicious Garlicky Garlic Butter,European,5.0,9.0,118.6,13.2,8.3,34.9,102.6,0.6,0.0,0.1,0.2,7.0,0,5,5,average,6,5.0,5.0,5.0
136121,Kittencal's Soft Tender Crescent Rolls,Breads,5.0,13.0,98.6,4.0,1.6,9.2,84.5,13.6,0.5,3.5,1.9,30.0,20,110,130,average,8,0.0,5.0,4.538461538461538
75477,Tangy Green Beans,Vegetable,4.5,5.0,100.7,6.6,4.1,17.5,531.6,8.3,2.6,4.1,2.4,4.0,10,5,15,average,5,4.0,5.0,4.25
25215,Macaroni and Chicken Casserole,One Dish Meal,5.0,12.0,366.2,8.3,4.6,21.6,712.7,58.1,2.4,1.6,13.6,6.0,40,15,55,average,9,0.0,5.0,4.25
60466,Ken's Goulash,One Dish Meal,4.5,5.0,490.2,15.8,7.1,57.5,1147.2,61.5,4.3,8.9,25.4,8.0,30,20,50,average,10,3.0,5.0,4.2
190439,Chocolate Peppermint Slice,Dessert,5.0,6.0,167.9,12.1,8.3,20.5,11.4,16.0,1.7,10.2,1.9,24.0,20,25,45,average,9,4.0,5.0,4.8
178925,Grilled Potatoes,Potato,4.5,5.0,72.6,0.1,0.0,0.0,100.7,16.9,1.7,1.7,1.6,6.0,30,15,45,poor,7,1.0,5.0,4.2
163401,Creamy Chicken-Spinach Soup,Chicken,5.0,6.0,260.9,7.0,2.7,55.2,534.3,26.2,2.3,5.1,23.4,6.0,15,15,30,average,5,4.0,5.0,4.833333333333333
13577,Moroccan Pumpkin Soup (L'hamraak Garagh),Vegetable,4.0,12.0,233.5,8.2,1.3,0.0,1067.7,30.8,5.4,10.2,11.1,8.0,90,12,102,average,13,1.0,5.0,4.0
163688,Parmesan Creamed Corn Au Gratin,Corn,4.0,5.0,413.3,28.5,17.4,91.7,216.7,36.2,2.5,6.4,8.3,4.0,10,10,20,average,7,2.0,5.0,4.0
427161,Blueberry Coffee Crumb Cake,Dessert,5.0,5.0,269.0,10.4,6.2,56.0,233.1,41.2,1.2,23.8,3.9,12.0,50,10,60,average,15,4.0,5.0,4.8
83203,Korean Roast Chicken Thighs,Chicken Thigh & Leg,5.0,217.0,281.6,19.5,4.7,79.0,1078.4,8.3,0.4,6.9,18.3,8.0,60,10,70,average,8,0.0,5.0,4.557142857142857
72089,Beef Curry for Slow Cooker,Curries,4.5,6.0,96.5,6.6,0.9,0.0,271.2,8.6,1.6,1.2,1.5,12.0,540,20,560,average,9,3.0,5.0,4.166666666666667
22747,Classic Potato Salad,Lunch/Snacks,5.0,322.0,237.9,3.6,1.1,116.6,372.8,43.4,5.3,6.2,8.7,8.0,0,15,15,average,12,0.0,5.0,4.4
163588,Haitian French Toast,Breakfast,5.0,6.0,236.4,15.0,8.8,104.4,137.2,22.4,0.6,14.8,4.1,6.0,5,20,25,average,8,0.0,5.0,4.166666666666667
141807,Praline Pecan Crunch Snack Mix,Lunch/Snacks,5.0,14.0,226.0,11.1,2.3,6.1,158.7,31.0,2.6,11.7,3.5,20.0,60,15,75,average,7,0.0,5.0,4.5
16876,Oven Baked French Fries,Lunch/Snacks,4.5,6.0,89.1,3.0,0.8,1.1,207.3,14.2,1.1,0.1,1.8,8.0,13,5,18,average,3,4.0,5.0,4.5
56364,Brussels Sprouts With Warm Balsamic Vinaigrette,Vegetable,4.5,6.0,60.3,3.3,1.9,7.6,237.7,6.8,1.7,3.1,1.9,4.0,15,5,20,average,7,4.0,5.0,4.333333333333333
106979,Pumpkin Chocolate-Chip Squares,Bar Cookie,5.0,5.0,190.2,8.5,5.1,17.9,143.3,28.9,1.6,18.7,2.2,24.0,40,10,50,average,10,0.0,5.0,4.0
32122,Summer Fruit Bowl,Dessert,5.0,6.0,103.5,2.7,1.6,5.1,7.0,20.6,2.6,14.2,1.5,10.0,0,10,10,average,6,4.0,5.0,4.833333333333333
54114,Asian Pork Tenderloin,Pork,5.0,88.0,287.8,13.5,2.7,73.8,1011.5,15.6,0.5,12.9,25.6,6.0,25,20,45,average,7,0.0,5.0,4.658823529411765
23823,Sausage and spinach soup,Pork,4.5,11.0,372.4,26.4,8.7,66.9,907.9,17.7,2.9,5.7,16.6,10.0,45,15,60,average,9,4.0,5.0,4.454545454545454
279329,Broccoli Salad With a Twist,Apple,5.0,6.0,56.1,3.4,0.3,0.0,10.2,6.2,1.1,2.5,1.9,12.0,120,25,145,average,5,5.0,5.0,5.0
