RecipeId,Review_Class
2279,average
2284,average
2306,average
2309,average
2325,average
2328,average
2329,average
2335,average
2364,average
2366,average
2373,average
2384,average
2386,average
2387,average
2388,good
2393,average
2405,average
2417,good
2420,good
2422,average
2425,average
2438,average
2441,average
2450,average
2456,average
2460,average
2461,average
2462,average
2468,average
2474,average
2479,average
2484,good
2495,average
2496,average
2498,average
2501,average
2502,average
2505,average
2509,average
2510,average
2514,average
2515,average
2518,average
2519,average
2520,average
2521,average
2524,average
2526,poor
2527,average
2528,average
2530,average
2531,average
2532,average
2533,average
2535,average
2536,average
2537,average
2539,average
2540,average
2541,average
2542,average
2543,average
2545,average
2549,good
2551,average
2553,average
2555,average
2560,average
2561,average
2563,average
2566,poor
2570,average
2571,average
2572,average
2574,average
2575,average
2577,average
2578,good
2579,average
2581,average
2582,average
2583,average
2585,average
2586,average
2588,average
2592,average
2595,average
2597,average
2598,good
2601,average
2602,average
2604,average
2605,average
2608,average
2610,average
2611,average
2614,average
2615,average
2617,average
2621,average
2622,average
2625,average
2626,good
2628,average
2630,good
2631,average
2632,average
2633,good
2634,average
2635,average
2636,average
2637,very good
2639,good
2641,average
2642,average
2643,average
2644,average
2645,average
2646,average
2647,average
2648,average
2650,average
2651,average
2652,average
2653,average
2654,good
2655,good
2657,average
2658,average
2659,average
2660,average
2661,average
2662,average
2663,average
2664,average
2665,good
2666,good
2667,average
2668,average
2669,average
2670,average
2673,good
2674,average
2675,average
2677,average
2678,average
2679,average
2680,average
2681,good
2682,average
2683,average
2684,average
2686,average
2687,average
2688,average
2690,average
2691,average
2692,average
2694,average
2695,average
2697,average
2698,average
2699,average
2700,poor
2703,average
2704,good
2705,average
2707,average
2708,average
2710,average
2712,average
2713,average
2714,average
2717,average
2718,average
2720,average
2722,average
2724,good
2725,good
2726,average
2727,average
2728,average
2731,average
2734,average
2735,good
2737,average
2739,good
2740,average
2741,average
2743,average
2746,average
2747,good
2748,good
2750,average
2751,average
2752,average
2753,average
2754,average
2755,average
2757,very good
2758,average
2759,average
2761,average
2762,average
2767,average
2768,average
2770,average
2771,average
2772,average
2774,poor
2775,average
2776,average
2778,good
2779,average
2780,average
2781,average
2783,average
2785,average
2786,average
2788,average
2789,average
2791,average
2793,good
2794,average
2795,average
2796,average
2797,average
2800,average
2801,good
2802,average
2803,good
2804,average
2806,average
2808,average
2809,average
2811,average
2814,average
2815,average
2816,average
2818,average
2819,average
2820,average
2821,average
2822,average
2823,average
2825,good
2826,average
2827,average
2828,average
2830,average
2831,average
2835,average
2836,average
2839,average
2840,average
2841,average
2842,average
2844,average
2845,average
2847,average
2848,average
2850,average
2853,average
2856,average
2857,average
2859,average
2862,average
2863,average
2864,good
2865,average
2866,average
2869,good
2872,average
2873,average
2875,average
2877,average
2878,average
2880,average
2881,good
2882,average
2883,average
2885,average
2886,average
2888,good
2889,average
2891,average
2892,average
2893,good
2895,average
2897,average
2898,average
2900,average
2901,average
2902,average
2903,average
2910,average
2913,average
2914,good
2915,average
2916,average
2919,average
2920,average
2922,average
2923,average
2925,average
2927,good
2928,average
2929,good
2930,average
2931,average
2933,good
2934,average
2935,average
2936,average
2937,average
2939,average
2940,average
2941,average
2942,average
2943,average
2944,average
2945,very good
2946,average
2950,average
2953,average
2957,average
2958,average
2959,average
2960,good
2962,average
2963,average
2965,average
2969,average
2970,average
2973,average
2974,average
2979,average
2980,average
2982,average
2983,average
2984,average
2985,average
2986,average
2987,average
2988,average
2989,good
2990,average
2994,average
2995,very good
2996,average
2998,average
3000,average
3002,good
3003,average
3004,average
3005,good
3006,average
3007,average
3008,average
3009,average
3010,average
3013,average
3014,average
3015,average
3016,average
3017,average
3020,average
3021,average
3023,average
3027,average
3028,average
3029,average
3030,average
3032,average
3033,good
3034,average
3036,average
3037,average
3042,average
3043,average
3044,average
3045,good
3047,average
3049,average
3050,average
3051,average
3053,average
3054,average
3055,average
3056,average
3057,average
3058,average
3059,average
3061,average
3062,average
3063,good
3064,average
3065,average
3066,average
3069,average
3070,average
3079,average
3080,average
3082,average
3083,average
3084,average
3085,average
3089,average
3090,average
3091,average
3092,average
3094,average
3095,good
3097,average
3099,average
3101,average
3102,average
3103,average
3110,average
3115,average
3116,average
3119,good
3120,average
3121,average
3122,average
3130,average
3131,average
3132,average
3133,average
3134,average
3135,average
3137,average
3138,average
3140,average
3141,average
3143,average
3144,average
3145,average
3146,average
3147,very good
3149,average
3153,average
3154,average
3155,average
3157,average
3158,average
3159,average
3160,good
3161,average
3162,average
3163,good
3164,average
3165,good
3166,average
3167,average
3168,average
3169,average
3171,average
3173,average
3175,average
3179,good
3180,average
3182,average
3183,average
3184,average
3185,good
3186,average
3187,average
3189,average
3190,average
3193,average
3194,average
3195,average
3196,average
3198,average
3199,average
3200,average
3201,average
3203,average
3205,average
3206,good
3208,average
3211,average
3212,average
3213,average
3216,average
3217,average
3218,average
3219,average
3220,average
3221,average
3222,average
3223,average
3224,average
3225,average
3226,average
3227,average
3228,average
3229,average
3230,average
3232,average
3233,average
3235,average
3237,average
3238,very good
3242,average
3243,poor
3247,average
3249,average
3250,average
3251,average
3252,average
3253,average
3254,average
3256,average
3258,average
3259,poor
3261,average
3262,average
3263,average
3264,average
3267,average
3271,average
3273,average
3274,average
3276,average
3278,average
3280,average
3281,average
3282,average
3283,average
3284,average
3285,average
3286,average
3288,average
3289,average
3290,average
3292,average
3293,average
3294,average
3295,average
3296,average
3297,average
3301,average
3302,average
3303,average
3304,very good
3305,average
3307,average
3308,average
3313,average
3316,average
3317,average
3318,good
3319,average
3320,average
3321,average
3323,average
3324,good
3326,average
3328,average
3329,good
3330,average
3331,average
3332,average
3333,average
3335,average
3336,average
3337,average
3338,average
3339,average
3343,average
3344,average
3345,average
3347,average
3348,very good
3349,average
3351,average
3352,good
3354,average
3355,average
3357,average
3358,average
3359,average
3360,average
3361,average
3362,average
3363,average
3365,average
3367,good
3368,average
3369,average
3370,average
3371,good
3372,average
3376,average
3377,very good
3378,good
3380,average
3381,average
3382,average
3383,average
3384,average
3386,average
3387,average
3389,average
3390,average
3392,good
3396,average
3397,average
3399,very good
3400,average
3401,average
3402,average
3403,average
3405,average
3407,average
3408,average
3409,average
3412,average
3413,average
3415,average
3416,good
3418,good
3420,average
3423,average
3424,average
3425,average
3426,average
3427,average
3428,average
3430,good
3431,average
3434,average
3436,average
3439,average
3440,average
3441,average
3442,good
3444,average
3445,average
3446,average
3448,average
3450,good
3451,average
3456,average
3457,average
3458,average
3459,average
3463,good
3464,average
3465,average
3470,average
3471,average
3472,average
3473,average
3474,average
3476,average
3478,average
3479,average
3482,average
3483,average
3484,average
3485,average
3487,average
3488,average
3490,average
3492,good
3493,average
3495,average
3496,average
3497,average
3498,average
3499,average
3500,average
3501,average
3502,average
3503,average
3504,good
3506,average
3507,average
3508,average
3509,average
3510,average
3511,average
3513,average
3514,average
3515,average
3516,average
3517,average
3519,average
3520,average
3525,average
3526,average
3530,average
3532,average
3533,good
3534,average
3536,average
3537,average
3538,average
3540,average
3541,average
3543,average
3547,average
3548,average
3549,average
3553,good
3555,average
3556,average
3557,good
3558,average
3559,average
3560,average
3561,average
3563,average
3564,average
3565,average
3566,average
3567,average
3568,average
3570,average
3572,good
3576,average
3577,average
3579,average
3580,good
3581,average
3582,average
3584,average
3586,average
3587,average
3588,average
3589,average
3590,average
3591,average
3592,average
3593,average
3594,average
3595,average
3596,average
3597,average
3598,average
3599,average
3600,average
3601,average
3602,average
3604,good
3605,average
3608,average
3609,average
3610,average
3611,average
3612,average
3614,average
3615,average
3616,average
3617,poor
3618,average
3620,average
3621,average
3622,average
3623,average
3624,average
3626,average
3627,average
3628,average
3630,average
3632,average
3636,average
3642,good
3646,very good
3647,average
3649,good
3651,average
3653,average
3654,average
3655,average
3656,average
3657,average
3659,average
3662,very good
3663,good
3664,average
3665,good
3666,average
3667,good
3668,average
3671,average
3672,average
3675,very good
3681,average
3682,average
3683,average
3684,average
3685,very good
3687,average
3688,average
3689,average
3690,good
3691,good
3693,average
3695,average
3696,average
3701,good
3702,good
3704,average
3706,average
3707,average
3708,average
3709,average
3710,average
3711,average
3712,good
3713,average
3714,average
3715,average
3716,average
3717,average
3718,average
3720,good
3721,average
3722,average
3723,average
3728,average
3729,good
3730,average
3731,average
3732,average
3733,average
3734,average
3735,good
3738,average
3739,average
3741,average
3742,average
3743,average
3745,average
3748,average
3749,average
3752,average
3754,average
3755,average
3759,average
3760,average
3762,average
3763,average
3764,average
3767,average
3768,average
3769,average
3771,average
3772,good
3773,average
3774,average
3776,good
3779,average
3780,average
3782,average
3784,average
3786,average
3787,average
3788,average
3790,average
3793,average
3794,average
3795,good
3796,good
3797,average
3798,average
3800,average
3801,good
3802,average
3803,average
3805,average
3806,average
3807,average
3809,average
3811,average
3812,good
3816,average
3828,average
3830,average
3831,good
3832,average
3834,average
3837,average
3838,average
3840,average
3841,average
3842,average
3843,average
3844,average
3845,average
3846,average
3847,average
3848,good
3849,average
3852,good
3857,average
3858,average
3860,average
3862,average
3866,average
3868,average
3870,average
3871,average
3873,average
3874,good
3875,average
3876,average
3877,average
3879,average
3881,average
3884,good
3886,average
3888,average
3889,average
3892,average
3893,poor
3895,average
3899,average
3900,average
3902,average
3905,average
3909,average
3910,average
3911,average
3912,average
3913,average
3915,average
3916,average
3917,average
3918,average
3920,average
3921,average
3923,average
3925,average
3926,good
3928,average
3929,average
3930,good
3933,average
3934,good
3937,good
3939,good
3940,average
3941,average
3942,average
3943,average
3944,average
3946,average
3948,average
3952,average
3953,average
3954,average
3961,average
3962,average
3963,good
3964,average
3965,average
3966,average
3969,average
3970,average
3974,average
3975,average
3976,average
3977,poor
3978,average
3979,good
3980,average
3983,average
3985,average
3988,average
3989,average
3990,average
3993,average
3994,average
3995,average
3999,average
4000,good
4002,average
4003,average
4004,average
4005,average
4007,average
4008,average
4009,average
4010,average
4015,average
4016,average
4017,average
4018,average
4019,good
4020,very good
4021,good
4022,average
4023,average
4024,average
4026,average
4028,average
4029,average
4032,average
4034,average
4035,average
4036,average
4037,average
4038,average
4040,average
4042,average
4044,average
4045,average
4047,average
4048,average
4049,average
4050,average
4051,average
4052,average
4053,average
4054,average
4055,average
4056,average
4058,average
4059,average
4061,average
4063,average
4064,good
4065,average
4068,average
4075,average
4077,average
4078,average
4079,average
4080,average
4084,average
4085,good
4088,average
4089,average
4092,average
4093,average
4095,average
4096,average
4098,average
4100,average
4101,average
4104,very good
4105,average
4106,average
4108,average
4109,average
4110,average
4111,average
4112,average
4114,average
4115,good
4116,average
4117,average
4119,good
4120,average
4121,average
4122,average
4124,average
4126,average
4127,average
4129,good
4131,average
4132,average
4133,average
4135,average
4137,average
4138,average
4139,average
4140,average
4141,average
4143,average
4146,average
4148,average
4150,average
4151,average
4152,good
4153,average
4154,average
4155,average
4156,average
4157,average
4158,average
4159,average
4161,good
4164,average
4165,average
4166,average
4167,average
4169,average
4170,average
4171,average
4172,average
4174,average
4176,average
4177,good
4178,average
4181,good
4184,average
4187,average
4191,average
4192,good
4193,average
4197,poor
4199,average
4200,average
4201,average
4202,average
4203,average
4205,average
4206,average
4207,average
4208,average
4213,average
4214,average
4215,average
4216,average
4217,average
4218,average
4219,average
4221,average
4223,average
4225,very good
4227,average
4234,average
4235,average
4237,average
4239,average
4240,poor
4241,very good
4243,average
4244,average
4246,good
4247,average
4249,average
4256,average
4257,average
4260,good
4261,average
4263,average
4265,average
4267,average
4269,average
4271,average
4272,good
4277,good
4279,average
4281,average
4284,average
4285,average
4287,average
4288,average
4290,average
4292,average
4294,average
4296,average
4297,average
4299,average
4303,average
4304,average
4305,average
4306,average
4307,average
4308,average
4309,average
4310,average
4311,average
4312,average
4313,average
4314,average
4323,average
4324,average
4326,average
4327,poor
4330,average
4332,average
4334,average
4336,average
4337,good
4341,average
4342,average
4343,good
4345,average
4346,average
4352,average
4355,average
4356,good
4358,good
4365,average
4366,average
4367,average
4368,average
4369,average
4370,average
4371,average
4372,average
4374,average
4378,average
4380,good
4382,average
4383,average
4384,average
4388,average
4392,average
4393,average
4394,average
4395,average
4397,average
4398,average
4399,average
4400,average
4402,average
4405,average
4406,average
4407,average
4408,average
4409,average
4410,average
4411,average
4412,good
4413,good
4414,average
4415,good
4417,average
4420,average
4421,average
4423,average
4424,average
4425,average
4426,good
4428,average
4429,average
4433,average
4434,average
4436,average
4437,average
4440,average
4441,average
4444,average
4445,average
4446,average
4447,average
4449,average
4450,average
4451,average
4453,good
4454,average
4457,average
4459,good
4460,average
4464,average
4465,average
4468,average
4469,average
4470,average
4471,average
4473,average
4476,average
4478,average
4481,average
4482,good
4484,average
4485,average
4487,average
4489,average
4490,average
4491,good
4493,average
4495,good
4496,average
4497,average
4500,average
4501,average
4502,average
4503,average
4505,average
4506,average
4508,average
4510,average
4515,average
4518,average
4519,average
4522,good
4523,average
4527,average
4528,average
4529,average
4530,average
4532,average
4533,good
4534,average
4536,average
4538,average
4539,good
4543,average
4544,average
4545,average
4546,average
4550,very good
4560,average
4561,poor
4563,average
4565,good
4568,average
4570,very good
4571,average
4572,average
4573,average
4574,average
4577,average
4578,good
4579,average
4580,average
4581,average
4582,average
4584,average
4585,average
4588,average
4591,average
4593,average
4594,average
4595,average
4597,average
4598,average
4599,very good
4603,good
4604,average
4605,average
4606,very good
4607,good
4608,average
4609,average
4611,average
4614,very good
4617,average
4620,average
4623,average
4624,average
4625,average
4627,average
4628,average
4631,average
4633,average
4635,good
4636,average
4637,average
4638,average
4639,average
4643,average
4645,average
4648,good
4649,average
4650,very good
4653,average
4655,average
4656,average
4657,good
4658,average
4660,average
4661,average
4662,average
4663,average
4665,good
4667,average
4669,average
4671,average
4675,average
4678,average
4679,average
4682,average
4683,average
4684,average
4685,average
4686,average
4687,average
4688,average
4689,average
4690,average
4691,good
4692,average
4695,good
4696,average
4699,average
4700,average
4706,average
4709,average
4710,average
4711,average
4713,average
4715,average
4717,average
4718,average
4720,average
4722,very good
4724,good
4725,average
4726,average
4727,average
4729,good
4732,average
4733,average
4734,average
4735,average
4736,average
4739,average
4740,good
4746,average
4747,average
4749,good
4750,average
4751,average
4752,average
4753,average
4755,average
4760,good
4762,average
4764,average
4765,average
4766,good
4768,average
4769,good
4770,average
4771,average
4776,good
4777,average
4779,average
4784,good
4785,average
4787,average
4788,average
4789,average
4790,average
4792,good
4793,good
4796,average
4797,average
4799,average
4801,average
4803,average
4805,good
4806,good
4807,average
4808,good
4809,average
4811,average
4814,average
4815,average
4816,average
4821,average
4825,average
4826,average
4829,average
4832,average
4833,average
4834,average
4835,average
4837,very good
4838,average
4840,average
4842,average
4843,average
4844,good
4846,average
4848,average
4849,average
4854,average
4857,average
4859,average
4860,average
4861,average
4862,average
4865,average
4867,good
4870,average
4873,average
4874,average
4875,average
4876,average
4877,average
4880,average
4882,average
4884,good
4891,average
4892,average
4893,average
4894,average
4895,average
4896,average
4897,average
4900,average
4901,good
4902,average
4903,average
4904,average
4906,average
4910,average
4915,good
4916,average
4917,average
4918,average
4919,good
4920,average
4921,average
4924,average
4926,good
4928,average
4929,average
4930,good
4931,average
4932,average
4933,very good
4934,average
4936,average
4939,average
4943,average
4944,average
4945,average
4946,average
4947,average
4948,average
4949,average
4950,average
4951,average
4952,average
4953,average
4955,average
4956,average
4957,average
4960,average
4966,average
4967,average
4968,average
4969,good
4970,good
4973,average
4977,average
4978,average
4981,average
4984,average
4985,good
4986,average
4987,average
4990,average
4991,average
4992,average
4997,average
4999,average
5000,average
5002,average
5003,average
5006,average
5009,average
5010,average
5012,average
5015,average
5016,average
5018,average
5019,average
5021,average
5023,average
5024,average
5025,good
5026,average
5028,average
5029,average
5030,average
5031,average
5032,good
5033,average
5034,average
5035,average
5037,average
5038,average
5039,average
5043,average
5045,average
5046,average
5047,average
5048,average
5049,average
5054,average
5057,average
5059,average
5060,average
5062,average
5063,average
5065,average
5067,average
5068,average
5071,average
5072,average
5076,good
5077,average
5079,average
5080,good
5082,average
5083,average
5084,average
5086,average
5090,average
5092,average
5094,good
5096,average
5101,average
5102,average
5104,good
5106,average
5107,average
5108,average
5115,average
5116,good
5118,average
5121,average
5122,average
5123,average
5124,average
5125,average
5128,average
5132,average
5134,average
5136,average
5138,average
5139,average
5140,average
5142,average
5143,very good
5144,average
5146,average
5147,average
5148,good
5150,average
5154,average
5158,average
5159,average
5160,average
5161,average
5162,average
5170,average
5174,average
5175,average
5176,average
5177,average
5178,average
5179,average
5183,poor
5184,average
5185,average
5186,average
5187,average
5188,average
5189,average
5190,average
5192,average
5194,average
5195,average
5197,average
5199,average
5200,good
5203,average
5206,average
5207,average
5208,average
5209,average
5210,average
5211,good
5213,average
5217,average
5218,average
5219,average
5220,average
5221,average
5222,average
5223,average
5224,average
5225,good
5226,average
5227,average
5228,average
5229,average
5230,good
5232,average
5234,average
5235,average
5237,average
5238,average
5239,average
5240,average
5242,average
5243,average
5245,average
5246,average
5247,average
5250,average
5252,good
5253,average
5258,average
5259,average
5264,average
5265,good
5269,average
5270,average
5272,average
5274,average
5275,average
5276,average
5277,average
5280,average
5281,good
5282,average
5283,average
5284,average
5286,average
5287,average
5288,good
5289,average
5290,average
5291,average
5292,average
5293,average
5294,average
5296,average
5297,average
5298,average
5299,average
5302,average
5303,average
5304,average
5308,average
5309,average
5311,average
5314,average
5315,good
5316,very good
5317,average
5319,average
5320,average
5321,good
5322,average
5323,good
5326,average
5329,average
5330,average
5331,average
5332,average
5334,average
5335,average
5337,average
5338,average
5342,average
5343,average
5344,average
5346,average
5347,average
5348,average
5349,average
5350,average
5351,average
5352,average
5353,average
5354,average
5358,average
5360,very good
5363,average
5364,very good
5365,average
5366,average
5368,average
5371,average
5373,average
5374,average
5377,average
5378,average
5379,average
5381,good
5384,very good
5386,average
5388,average
5390,average
5391,average
5392,average
5395,average
5396,average
5397,average
5398,average
5399,average
5400,average
5401,average
5402,average
5403,average
5406,average
5407,average
5408,average
5410,average
5411,average
5414,average
5415,average
5416,average
5417,average
5418,average
5422,average
5423,average
5424,average
5428,average
5429,average
5431,average
5433,good
5434,average
5435,very good
5436,average
5437,good
5440,average
5442,very good
5447,average
5448,average
5449,average
5450,average
5452,average
5453,average
5454,average
5455,good
5456,average
5459,average
5465,average
5466,average
5467,average
5468,average
5471,average
5472,average
5473,average
5474,good
5475,good
5476,average
5477,average
5478,average
5479,average
5480,average
5482,average
5483,average
5484,average
6425,average
6426,average
6428,good
6433,good
6436,average
6437,average
6440,average
6442,average
6444,average
6446,average
6447,good
6449,average
6451,average
6453,average
6454,average
6455,average
6459,average
6460,average
6463,average
6468,average
6469,average
6474,average
6475,good
6479,average
6482,average
6483,good
6484,average
6489,average
6490,average
6493,average
6494,average
6495,average
6498,average
6499,average
6500,average
6501,good
6502,average
6504,average
6505,average
6506,good
6509,average
6510,average
6511,average
6512,average
6515,average
6517,average
6518,average
6520,average
6521,average
6522,average
6524,average
6525,average
6526,average
6527,average
6528,good
6529,average
6530,average
6536,average
6540,good
6542,average
6544,average
6546,average
6547,average
6548,average
6549,average
6551,average
6553,good
6554,average
6555,average
6557,average
6558,average
6559,average
6561,average
6562,average
6564,average
6565,average
6566,average
6567,average
6568,average
6569,average
6570,average
6571,average
6572,average
6574,average
6576,average
6577,average
6578,average
6580,average
6582,average
6583,average
6584,average
6585,average
6586,average
6588,average
6590,good
6592,average
6594,average
6596,average
6598,good
6599,good
6600,average
6602,average
6603,average
6604,average
6605,average
6606,average
6610,average
6611,average
6613,average
6614,average
6615,average
6616,good
6617,average
6619,average
6621,average
6622,average
6623,average
6624,average
6625,average
6627,average
6629,average
6630,average
6631,average
6632,average
6633,average
6634,good
6638,average
6639,average
6640,average
6641,good
6642,average
6643,average
6644,average
6645,average
6646,average
6647,average
6648,average
6649,average
6650,average
6651,average
6652,average
6653,average
6654,average
6657,average
6658,good
6660,average
6663,average
6664,average
6665,average
6666,average
6667,average
6668,average
6669,average
6670,average
6671,average
6672,average
6673,average
6675,average
6676,average
6677,average
6679,average
6680,average
6681,average
6682,average
6683,average
6687,average
6689,average
6690,average
6693,average
6697,average
6698,average
6699,average
6700,average
6702,good
6703,average
6705,average
6706,average
6709,average
6711,average
6713,average
6715,average
6716,average
6717,average
6718,average
6719,average
6721,average
6722,average
6723,average
6724,good
6726,average
6727,average
6728,average
6729,average
6735,average
6736,average
6737,average
6738,average
6740,average
6742,average
6743,average
6746,average
6748,average
6751,average
6753,average
6754,average
6757,average
6759,good
6761,average
6764,average
6766,average
6770,average
6773,good
6776,average
6778,average
6781,average
6786,average
6787,good
6788,average
6790,average
6793,good
6795,average
6796,very good
6798,average
6799,average
6807,average
